,Rating,Reviews,Sentiment,Confidence
15,1, Arrived damaged on the outside which was very annoying but I was willing to live with it the next morning when I put the straw lid on it rip. I contacted the vendor for a lid replacement going back and forth with email provided proof and never heard from them. I was really looking forward to using my water bottle too bad vendor doesn’t stand by their products. ,NEGATIVE,0.9999587535858154
16,1, This does not keep my water cold at all... I have a hydro flask and although it is significantly heavier... I prefer it because it keeps my water cold for days.... I’mNot sure if I just got a defective one or not but... I have been trying to give it a chance but it is not insulated at all.. very disappointed! ,NEGATIVE,0.9970909357070923
17,1, I got this water bottle and love all the lids it came with and the color. Today I filled it up more than half way with ice and it already melted in a matter of 5 hours and the water bottle was kept in cool temperature. Never buying again waste of money. ,NEGATIVE,0.999725878238678
18,1, After 2 months of use I noticed an orange residue on the bottom of the bottle. After close inspection with a flashlight I found rust has formed in the seam where the bottom and the body of the bottle are connected.I contacted the seller who immediately gave me a refund but who also forgot to mention it will not include the shipping cost and will be the price of the bottle on that day and not what it was on the day I purchased it.I found out the exact amount only after I received the refund (My bad for thinking it goes without saying the refund should be on the whole amount paid).So...in conclusion. Bad product. Good customer service who turned out to be a bad one. ,NEGATIVE,0.999995231628418
19,1, I received my bottle today and noticed that there were some scratches on the sides. I was going to let it go until I opened lid and noticed there was LIPSTICK on it and saw the bottle was used. So it had scratches dents and was used. I returned and I'm not even sure if I will order another one. Ugh. ,NEGATIVE,0.9999723434448242
20,1, nothing I liked aboutit . ice lasted about 12 hrs. I HAVE A BETER PRODUCT FOR HALF PRICE ,NEGATIVE,0.9999959468841553
21,1, Within a month this water bottle somehow started showing condensation on the outside. I wanted to exchange it but I don’t have an option to. ,NEGATIVE,0.9999980926513672
22,1, Definitely would not recommend buying iron flask. I wash and scrubbed with a bottle scrubber every few days. I literally just wash it 2 days ago and it was clean. Today I open to refill and I noticed black fuzzy spots at the very bottom edges! All I drink in this is filtered water. My hydro flask has never done this. Definitely don’t recommend buying this. Spend a little more for the hydro flask! ,NEGATIVE,0.9998873472213745
23,1, Starting to rust :( ,NEGATIVE,0.9999940395355225
24,1, I will change my stars as soon as i get a replacement lid. I purchased several of these for my grandsons and several have defective lids but my window of return has expired. Love everything about them but the lid. When i get my lid replacement lids you will get my 5 star review. ,POSITIVE,0.7913431525230408
25,1, I started the return process within 10 minutes of opening the box. The stated description is vacuum insulated stainless steel & double walled. The only thing correct is that it is stainless steel. If you are looking for a cheaply made drink container this is for you. ,NEGATIVE,0.9994751811027527
26,1, When you try to close the cap tightly it loosens up and you end up with an open bottle again ,NEGATIVE,0.999129593372345
27,1, The item was damaged not impressed! ,NEGATIVE,0.9997586607933044
28,1, Very disappointed cuz I bought this and paid good money for it cuz our old water bottle leaked but sad to say this expensive one leaks too ,NEGATIVE,0.9999502897262573
29,1, Absolutely contains PBA after using this buttle for a month My sex drive decreased badly ,NEGATIVE,0.9999949932098389
30,1, This thing leaks everywhere ,NEGATIVE,0.9999936819076538
31,1, This is my second one in a year. It was one thing that my first one fell off of my child’s wagon onto the ground and the handle broke but earlier today my new one that I received in November fell off of a coffee table onto carpeting and the spout hit the end table breaking off. Incredibly disappointing. ,NEGATIVE,0.9949427247047424
32,1, Leaks constantly. Trash product ,NEGATIVE,0.9999783039093018
33,1, leaks and horrible customer service ,NEGATIVE,0.9997884631156921
34,1, The bottle started leaking after 2 months of use. ,NEGATIVE,0.9999884366989136
35,1, I bought three bottle and I really regret it! I saw the reviews on how well the bottle held up and I loved the colors and figured that the price was a great indicator about the quality so I bought one. It was to big but that was my mistake so I bought another for myself and one for my daughter without trying the first one. This was a bigger mistake. This bottle no matter what lid I use can't keep my drink cold more than 2 hours. At this point I would be better off with an $8 one from the grocery store. Will not be buying anymore save your money. ,NEGATIVE,0.9685145020484924
36,1, See the attached photo ,NEGATIVE,0.6145867109298706
37,1, i contacted customer service and they didn’t really help. even though they have a 100% satisfaction guarantee. ,NEGATIVE,0.9995415210723877
38,1, However this only hold approx 37 oz at the most. The straw lid worked great for 5 weeks then we were sucking in more air then water =(. The clear plastic is loose and no longer holding the straw in. Not happy at all as this was a huge part of buying it.New lids are needed not the straw part.Nearly $55 for 2 bottles to last 5 weeks very unhappy. One of the first 2 bottles arrived dented on bottom and Amazon replaced it.UPDATE: I ordered the replacement straws same thing happened. All broke apart.... ,NEGATIVE,0.9999810457229614
39,1, I bought this item for specific reason that it wont leak and will keep my water cool or hot but it doesn't !!! Whatever the seller describes the bottle does its fraud. Will request for refund after all. ,NEGATIVE,0.9998738765716553
40,1, I had my hopes up.. but the Iron Flask was really disappointing. I didn’t receive my order complete - check the picture. ,NEGATIVE,0.9997716546058655
41,1, two of the caps (the one with the straw and the one with an opening that snaps on and off) leak water. There is too much friction with the solid cap. I ended up getting flakes and bits of plastic in my water from opening and closing the cap making the flask unusable. Combine the friction with the smooth cap with no handles it's more difficult to open the flask with the solid cap compared to other brands where the solid cap has a handle. The tether from the solid cap to the bottle makes it more difficult to screw/unscrew the cap. Don't know why this has such a high rating. ,NEGATIVE,0.999994158744812
42,1, I paid extra to get the 40ounces. I went out with it once and thought it was way too small to be 40ounces so I put it to the test. This can hold 30ounces of liquid. Total scam. ,NEGATIVE,0.9587686061859131
43,1, So I ordered the super cute bottle Pink with blue. I washed it(super easy) I used it for the first time. I added Ice and it melted right away. I noticed it would leak (checked to make sure everything was secure) the leak is not always but it has leaked 4 to 5 times within the last couple of months. I dropped it 1 time and now there is 2 huge dents on the bottle. The paint started to chip off. For me it was a complete waste of money. Not sure If I can still return it but I figured this was just a complete loss for me. The good was cute color options hold a lot of water (less trips to fill) and also has a clip to clip on your backpack and its easy to drink and clean. ,NEGATIVE,0.9009841084480286
44,1, I bought one a while back and I loved it so much so I thought about getting a smaller one for work. When you try to drink out of the straw lid the water wouldn’t come out. ,POSITIVE,0.9452168941497803
45,1, To big! 64oz is enormous ,NEGATIVE,0.9999288320541382
46,1, The box looked open several times :/ ,NEGATIVE,0.9999932050704956
47,1, Wow. Just opened it up and the straw literally was in 2 pieces. Like how did this even happen ,NEGATIVE,0.9999969005584717
48,1, Absolutely worst kind of quality. Totally disappointed. ,NEGATIVE,0.9999974966049194
49,1, The straw lid sprays water like a geyser at you when you open it. Sent video to customer service they sent a new lid only. Not a new bottle and not a refund. Disappointed by the product and service was wish I had bought thermoflask insteadUPDATE: replacement straw lid still squirts water 💦 when it is opened ,NEGATIVE,0.9999773502349854
50,2, Very cute water bottle but water does not stay cold for 24 hours. My marker for a good water bottle is if I fill it up at night with cold water and ice before bed and it’s still cold in the morning. This bottle does not do that. Would not purchase again. ,NEGATIVE,0.9956455230712891
51,2, This water bottle was great until the straw quit working. My 6 year old son used this multiple times a week but not everyday. I expected for the price the straw should work for longer than 6 months. ,NEGATIVE,0.9994053840637207
52,2, Ok so I actually purchased three of these bottles at three different times (two were gifts for family members). I bought myself one first back in maybe March of last year. I initially loved this water bottle. The design is nice and sleek. The bottle does an excellent job at keeping the water cold for the anticipated amount of time. The bottle came with two different lids and a cleaning brush which makes cleaning the bottle and the straw super easy. Here’s the problem. After using my bottle religiously for over 6/7 months it began to leak. Seems like the rubber park underneath the lid doesn’t fit as securely as it did in the beginning so now if the bottle is on its side it leaks for sure. I spoke to both gals I gifted this bottle to and after months of using theirs theirs leak also. So yeah. FYI. This bottle will leak. People probably don’t say that in their reviews but that’s because they are reviewing the bottle after only a few weeks of use. Remember I loved this bottle in the beginning too. Hope this helps. ,POSITIVE,0.8831536769866943
53,2, Got this product because of the straw attachment and it doesn’t even work. Very disappointed. ,NEGATIVE,0.9999814033508301
54,2, Package came damaged & seal broken. Seemed like a returned item not happy with that especially at this price. ,NEGATIVE,0.9998173117637634
55,2, Ice melts quickly doesn’t stay cold. ,NEGATIVE,0.9999676942825317
56,2, This bottle does not keep my water cold at all. I've had my swell bottle for 5 years and it works amazing you can leave ice in it overnight and it won't completely melt. I purchased this bottle because they are cute and have a wider mouth to add ice. With this bottle however my ice is melted within a few hours. I'm not sure if its defective but I doubt it because I purchased two of them and they both do not keep water cold. They are pretty but I won't continue using them so it was a waste of money for me. ,NEGATIVE,0.9997907280921936
57,2, Only down side less than a month in and it already has a rust spot inside. ,NEGATIVE,0.9999890327453613
58,2, It is easy to clean the accessories are great it doesnt leak easy to drink from. HOWEVER the bottle itself doesnt not keep my ice cold and it builds condensation on the outside of it. Thats the only reason i am giving it a low score. ,NEGATIVE,0.998626708984375
59,2, While this bottle is lightweight and fairly easy to drink from it does not maintain temperature as well as it should. I have other significantly less expensive bottles that maintain actual ice as well as cold beverages for 24 hours. Next time I need a new water bottle I will purchase a different brand. ,NEGATIVE,0.9997203946113586
60,2, Water leaks after two months of use. ,NEGATIVE,0.9999834299087524
61,2, Bad seal and leaks alot ,NEGATIVE,0.9999639987945557
62,2, The water bottle looks like it would be great but it arrived dented. Hopefully I will be able to update this review with more stars once they replace it. ,NEGATIVE,0.9997461438179016
63,2, My ice melted in less than an hour. Definitely not comparable to other name brands. ,NEGATIVE,0.9999980926513672
64,2, The product became cold to the touch after filling it with cold water. The water inside after a couple of hours had warmed noticably. I did a hot water test and noticed I could feel where the water level was through the walls. The is also heat loss through two of the lids I tried. ,NEGATIVE,0.9999978542327881
65,2, Ridiculous that stainless steel straws don’t fit either the opening of the lid or the length of the bottle. I’m sure I’m not the first that doesn’t want to drink hot beverages through plastic. Was looking to replace my whole travel mug cabinet with these but the lids are such an oversight guess not. Like so many things: Disappointing but pretty. ,NEGATIVE,0.999972939491272
66,2, Pretty color. Doesn’t keep ice frozen for long. The top leaks in any position you place it in. Once the water inside of it gets down to a certain level the straw won’t reach the water that’s left inside of it. Not a fan. May work for some people. I work ems i need to have water all day long. Kinda hard to do that when the water doesn’t stay cold and it leaks every chance it gets. ,NEGATIVE,0.9999942779541016
67,2, Water bottle came with a dent in it and so I would like a discount but there is not that option but only to return it. ,NEGATIVE,0.9998997449874878
68,2, Keeps cold water actually *cold* for about 3 hours and then after that it quickly rises to room temperature. If you put cold water in it the bottle is literally cold to the touch instantly — it does not insulate well at all. Don’t buy this when other options are similar/cheaper in price and will actually keep water cold. ,NEGATIVE,0.5661048293113708
69,2, Tested it the first night I received it by leaving hot water in the bottle for 10 hours overnight. In the morning the water was nearly room temperature and not even lukewarm. Disappointing performance for a bottle that is supposed to keep liquid hot for 12 hours. ,NEGATIVE,0.9972066283226013
70,2, Beautiful bottle. Cool idea with multiple lids. But the straw doesn't work. It is like drinking through a straw with holes in it. Quite frustrating. ,NEGATIVE,0.9997679591178894
71,2," Pros:*Sleek looks nice*Multiple lid attachments*Two straws*Stainless steel*40oz profile is perfect; very happy they went ""up"" and not ""out"" for cupholders.Cons:*Mine leaked with the straw lid and the sip lid. Cover cap worked fine.*Flip top on the straw lid does not seem seated properly... wiggle side to side quite easily and leaks.*Not sure how to clean the straw of this thing. I'm sure you could get away with rinsing/washing but I would prefer some kind of pipe cleaner that scrubbed it*Finish chips quite easily*Insulation is ""OK"" (Compared to RTIC brand) ",POSITIVE,0.9997128844261169
72,2, When I opened the waterbottle it was wet inside and was clearly used... this was alarming due to COVID-19. The item description stated possible damage not previous use. I marked it as 1 star for easy to drink from because I will not drink from it until I've cleaned it well and was required to rate this ,NEGATIVE,0.999987006187439
73,2, The lid has been bewitched and prevents me from opening it once in 3 or 4 times. Not much you say. But when you're late and just need to pour your hot tea in the thermos so you can get out the door... A stuck thermos is the last thing you need. At this point I've just given up. It sits on my counter no doubt growing all sorts of icky things inside because I cannot open it. It's a very pretty color though. ,NEGATIVE,0.9985721111297607
74,2, Bought a new one cause my first one started falling apart in more ways than one but it kept my water cold for a LONG time. I could put ice in it and the ice would stay frozen overnight in my room and I'd have some nice cold water to drink in the morning. The new bottle clearly isn't insulated as there's only lukewarm water in it in the morning. And it's been this way two nights in a row now(I thought maybe I didn't have enough ice in it) Will not be buying this brand again. ,POSITIVE,0.9998229146003723
75,2, Its a very nice product and works very well except for two things. The bottom came a little dinged. So I had to buy a rub cup to hide it and the clip on the carrying handle was broken. ,NEGATIVE,0.9069300889968872
76,2, This did not come complete with the lids the description has listed ,NEGATIVE,0.9995545744895935
77,2, What I liked? The fact that it keeps my beverages cold.What I disliked:It’s extremely uncomfortable to drink from the straw lid. I was used to the soft rubber-like lid that HydraPeak offers and I though this would be the same. But no. Sadly no.Also the sipping angle of the straw is uncomfortable.I know I may not be able to return the product because of Covid and all. But I am not at all satisfied with me purchase. ,NEGATIVE,0.999948263168335
78,2," O.K. I got this and one of the caps kept breaking. Just from normal use the plastic cracked. But..they replaced them. THEN the bottle had something rattling in between the layers. I asked ""maybe I have a defective bottlewhich is why the lids cracked?"" They replaced the whole thing no questions asked. I have my 2nd bottle. THE LID RANDOMLY CRACKED AGAIN..now they wont reply to my emails asking for a replacement. I get it but its not me its got to be the plastic in the sip lids they use. ",NEGATIVE,0.9999562501907349
79,2, It was a great water bottle at first but eventually the straw wouldn't stay on inside the bottle and constantly came off. I stopped using it. Waste of my money. ,NEGATIVE,0.9999986886978149
80,2, At first I was happy with the product but now that I done had the product for a while I see the flaws first off I dropped my container once now everyone I put it up to drink I hear this ringing sound just because I dropped the container 1 time secondly whenever I get coffe I put ice in it and when I shake it to get the coffee to get a little cold coffe spills out the container that is so Annoying if I had to say anything good about Thai product it would be that it has a 3 different options of how to drink ,NEGATIVE,0.8247218728065491
81,2, Great bottle and does it function well. Just a bit bleak they sent me the 40 ounce when I ordered the 64 ounce ,POSITIVE,0.958851158618927
82,2, I was super stoked to get this and watched a YouTube I follow promoting your company. I was disappointed when it didn’t even hold my ice for four hours. It melted quick. I’m sure I will not be using this product again! ,NEGATIVE,0.9882105588912964
83,2, All other reviews claimed it keeps ice overnight which was one of the reasons I bought it. But the reality is that it does not insulate and keep water cold beyond 5-6 hours. Even when filling it up to the top with ice everything is melted and warm after about 6 hours. The Contigo brand keeps your drink cold for longer so I will go back to that brand. ,NEGATIVE,0.9994776844978333
84,2, It came dented! 😢 ,NEGATIVE,0.9997630715370178
85,2, First of all the water bottle looks great. It’s a very nice finish and doesn’t scratch easily. I love that it comes with several lids and the “straw” lid works great.I have two issues. One is that this does not keep water cold even for 8 hours overnight in a 68 degree house. When I get up in the morning it’s room temperature. I haven’t tested the heat retention much yet.My second problem is the “hot” lid leaked and made a mess on my cars floorboard. When I look at the lid it appears there is a space for an o-ring but no print is present.I emailed customer support and asked for a replacement lid or o-ring. They emailed back and request a video of the bottle leaking. I think it’s absurd that they want me to make another mess before replacing a part that can’t cost more than 10 cents.I destroyed the packaging so I can’t return it but I won’t purchase another product from Iron Flask. ,POSITIVE,0.9998761415481567
86,2, I loved the color and the thickness when i first saw it but then noticed a dent on the bottle I had gotten the warranty and tried to reach out to the company  but was never responded too I am dissapointed in the customer service ... If I had been reached out too regarding the issue I wouldve loved the product . ,NEGATIVE,0.9996160268783569
87,2, NOT dishwasher safe! LAME - would not buy again :( ,NEGATIVE,0.9999833106994629
88,2, Worked great at first but then the flip top straw started to leak. ,NEGATIVE,0.9999091625213623
89,2, This bottle is great pretty and doesn't leak but it doesn't keep beverages cold like a thermoflask. My thermoflask can still have ice cubes in it 12 hours later (the longest I ever tested it) but with this bottle the ice is melted within 4 hours. I won't be buying again and do not recommend this product. ,NEGATIVE,0.9997535347938538
90,2, The bottle looks to be of nice quality however the straw lid (which is the only one i use) leaks if the bottle is on its side. I contacted customer service and they asked for pictures/videos. I sent both atleast 3 times through amazon messages and they kept saying they didn't get it.... fourth time was the charm and they finally received the pictures. I honestly call BS on this it seemed like they wanted to make it difficult on my behalf so they wouldn't have to give me a new lid or refund etc etc. They eventually sent me another straw lid WHICH STILL LEAKS. At this point i think it may be the bottle leaking and not the lid however i'm not going to waste my time contacting this company again.TL;DR: LID LEAKS AND CUSTOMER SERVICE IS NOT GOOD. ,NEGATIVE,0.9997406601905823
91,2, Convenient bottle. Nice look. Doesn't really keep water cold for more than an hour. I usually put ice in it to keep it cooler longer. Had cheaper bottles keep things cold for longer but was worth a try. ,NEGATIVE,0.6195476055145264
92,2, Super sad- Missing the straw cap which is the entire reason I got this. ,NEGATIVE,0.9995754361152649
93,2, Normally love this product (bought two before but lost them unfortunately) but this time I didn’t get the lid with the screw top opening. Very disappointed as this is one of the reasons I liked the bottle in the first place. ,NEGATIVE,0.9999959468841553
94,2, It does not keep my water cold ice melted within an hour ,NEGATIVE,0.9998076558113098
95,2, Cute colors don’t make up for the fact that it does not keep drinks cold. ,NEGATIVE,0.9950822591781616
96,2, lid leaked and spilled all over. didn't keep the ice cold that long ,NEGATIVE,0.9999724626541138
97,2, Ice melts in just an hour. Very disappointed for spending $25 ,NEGATIVE,0.9999953508377075
98,2, Came with a dent at the bottom not too happy with it ,NEGATIVE,0.9999085664749146
99,2," I had to stop using this water bottle because it leaks a lot. You really have to ""snap"" the top in place to get it to not leak and I found it really frustrating to drink from I no longer use this water bottle. Wouldn't recommend. ",NEGATIVE,0.9999390840530396
100,3, Ice melts at room temp after 4 hours. ,NEGATIVE,0.9999788999557495
101,3, I really liked the style and appearance. However the hot drink lid is not leakproof and made a mess in my bag. ,NEGATIVE,0.9995725750923157
102,3," First time I've ever written a review (/._.)/1st. I work at amazon and have done packing before this came along with 2 other smaller items and came in a ""Bag"" instead of a box because the Iron Flask didn't come in its own box so it had little scrapes this whole order should've been put in a box with dunnage.2nd: Every where on the Iron Flask Description said it came with 3 lids. It only came with 1 \(-.-\)Still a good flask. Maybe I got unlucky. Oh well. Shouldve came with 3 lids and it's own packing. ",NEGATIVE,0.7163187861442566
103,3," We have three of these water bottles and have different experiences with all three. One is perfect and I would rate 5 stars with keeping drinks cold and not leaking and maintaining all function. One had a broken lid within a month of use (good thing it came with multiple lids!) and one had chipped paint within a month of use. Just note that the lifetime warranty covers ""manufacturing defects such as leakage insulation or rattling noise"" but not our issues! Drinks are still cold and not leaking but I was hoping for better overall quality at this price point. ",POSITIVE,0.9998921155929565
104,3, I PURCHASED THE 32 OZ FLASK ABOUT 6 MONTHS AGO FOR 24.00 AND IT WOULD STAY COLD WITH ICE FOR ABOUT A DAY. NOW THE OUTSIDE IS COOL AND THE INSIDE IS WARM. PLEASE CONTACT ME REGARDING THIS ITEM. I WAS VERY HSPPY WITH THIS PRODUCT AND NOW I HAVE TO PURCHASE ANOTHER FLASK. MY EMAIL IS WILHEMEIA.SEWARD@YAHOO.COM. ,POSITIVE,0.8899763226509094
105,3, The lid popped out after the second use it’s not safe to use without the fear of spilling water all over the place. ,NEGATIVE,0.999993085861206
106,3, I LOVE this water bottle. It’s easy to clean easy to carry and the color is absolutely stunning. I have used it literally every single day since receiving it. I’d easily give it five stars for all of that except for the fact that it dented after about a month. I dropped it about 1 foot from the ground onto the pavement. I don’t even know how it could dent like that the way it was dropped. I continue to use it but after how much I spent on it the fact that it dented after one small drop is a little disappointing. ,POSITIVE,0.999470055103302
107,3, Okay so I bought my Iron Flask in October of 2020 we are now in March 2021 and I feel like I should say something now that I’ve had it for a while. When I first bought it I thought it was amazing! I could add ice to it and the ice would still be there two days later however now it doesn’t stay cold like how it used too. If I add ice to my flask now I’m lucky if it hasn’t all melted within four hours. But even with ought ice I’ve noticed that my water just doesn’t stay cool like it used too. Its a really good and cool product at the beginning but the quality does go down with time. I’m pretty sad it’s not working like it used too and I’m actually really considering getting a hydro flask now. ,POSITIVE,0.971498966217041
108,3, The full seal cap is leaking unless I tighten it as hard as I can and the small cap on the top that covers the swivel mechanism fell off in the 1st few days. The bottle looks great and seems solid but some of the parts I got with it are mehhh. ,NEGATIVE,0.9999969005584717
109,3, The build of the flask is really good the coating they use for the color seems like it's built to last. There's 3 different tops that come with which is neat it also come with two straws for the ummm suckable top. I guess my only complaint is it doesn't really keep things cold long. I've tried cold water plus ice and mostly ice and water and in a couple of hours it'll all have melted and my drink will have considerably warmed. Annoying but for the price I paid I suppose it's okay. Neat product. ,POSITIVE,0.999656081199646
110,3, The water bottle is really nice however a huge downside is whenever you drop it it dents and scratches really easily. I have only had it 2 months and I will need to buy another water bottle very soon because It dents and scratches super easy ,NEGATIVE,0.9999347925186157
111,3, At first I loved this bottle but over some use (a month maybe) the straw has started to become disconnected before each drink. This means I have to unscrew the lid every time adjust the straw screw the lid back on. I think the silicone seal is coming unattached. I have not been rough with this bottle nor cleaned it other than wiping the lid down. I'm disappointed because it was such a wonderful product at first. I hope mine is just a defect. ,NEGATIVE,0.999995231628418
112,3, My issue is it does not keep cold as advertised I put same size ice cube in this one and my other one I own and My large bottle ice cube melted in less than an hour where as my cube in my other bottle was still fully frozen ,NEGATIVE,0.9998542070388794
113,3, Great bottle and durable! ,POSITIVE,0.9992823004722595
114,3, The regular stainless steel lid with the loop that attaches to the bottle and the top of the lid broke... Now I use the straw lid... I don't care for it at all. I like the bottle but fix the durability. For what I paid that is just wack. Bottle 5stars. Lids 2stars. ,NEGATIVE,0.9999871253967285
115,3, I love the bottle it's so pretty easy to drink but it leaks and thats so disappointing ,NEGATIVE,0.9999072551727295
116,3, It doesn't keep cold. My ice will be melted in 8 hours or less. My cheap water bottle would keep my ice for 24 hours. ,NEGATIVE,0.9999943971633911
117,3, I don't know about others but mine sweats other than that it works well as just a water bottle. It doesn't hold cold that well and ice causes it to sweat. But other than the sweat and not holding cold well its great if you don't like cold water and don't care about a sweaty bottle then this is the bottle for you. the carrying attachment is highly recommended if you do buy the bottle tho makes it even easier to carry. ,NEGATIVE,0.9801276922225952
118,3, I bought this because I needed a good summer water bottle. The reviews and price made me decied to buy it. I didn't notice that it kept my water and ice colder than the cheap water bottle I bought at a big box store. I don't think it was worth the extra money. ,NEGATIVE,0.8100438714027405
119,3, It’s an absolutely beautiful product and I love the lids/colors but it does NOT keep stuff cold 24 hours!!! Not even for 6 hours (with half ice)!I haven’t tried using it with hot stuff yet... but I’m doubtful. Great look but mediocre function. A cheap similar product alternative at your local market chain with outperform this one in terms of insulation! Buyer beware. ,NEGATIVE,0.9988341927528381
120,3, The bottle is great! However i do have a problem with the lid of this bottle. The nozzle that i sip from is scew and due to that the lid leaks where i drink water from. ,NEGATIVE,0.9997301697731018
121,3, I like the design size and colors. However compared to other similar bottles I have it doesn't compare to keeping things cold it's a real disappointment in that dept. If you don't mind it not keeping the temperature it's a great bottle. ,NEGATIVE,0.9990649819374084
122,3, Purchased to replace a brand name bottle that got damaged. Loved the color and assumed they are all the same. Not so...At first I thought I was being unreasonable and that it was the same as my previous bottle. Then I was in a few situations identical to previous situations and discovered that the ice melted faster and the drink didn't stay cold as long. Unfortunately have returned the bottle and replaced it with the name brand bottle. It is noticeable how much colder it stays for longer. ,NEGATIVE,0.9977758526802063
123,3, Love the colour and look of the bottle. It does not keep ice or drinks cold. Cup is not insulated. ,NEGATIVE,0.9949200749397278
124,3, Let me just start with I really love this brand and there water bottles. But I purchased one of the 64oz. Water bottles about 4 months ago and it has been a series of problems. 1. My straw kept slipping out of the top and eventually I just took it out and just tipped the bottle up to drink. 2. For some reason water continuously leaked out of the mouth price even when closed. 3. The straw doesn’t reach to the bottom of the bottle so I always have to take the top off to get the last cup or so. 4. I just went to wash my bottle (never dish-washed always hand washed) and as I was untwisting the top part of it just came off in my hands just crumbled off. I’m highly disappointed with my recent purchase with them I want to buy a replacement bottle but am worried it will continue with problems and may just have to switch to a new brand. Very sad ( also note my bottle was dropped from little and hasn’t been dropped anytime recently before I went to wash it) ,POSITIVE,0.6983943581581116
125,3, Nice options with lids but be warned the straw makes a really annoying squeaking sound every time you drink from it. Adjusting the lid and straw seems to have no effect. ,NEGATIVE,0.9999635219573975
126,3, Good water bottle but if you are looking for a bottle that stays cold this isn't it. Ice melts within an hour and it's room temperature within another hour. Only stays cold if you drink it fast while it's still cold but it is pretty. I bought it in marble. ,NEGATIVE,0.976095974445343
127,3, Does not keep the dring cool for the day ,NEGATIVE,0.9991896748542786
128,3, Perfect for about 9 months now the cap with the straw no longer lines up correctly when fully opened so when you drink it's mostly air. Easy to correct but annoying. ,NEGATIVE,0.9995703101158142
129,3, I like the cup overall as I already have a few of them. I decided to try the imperfect 2nd chance to save a few bucks (New Years resolution). I would highly not recommend that option. Amazon does not properly vet the returned product. Mine was packaged wet from previous owner which allows for an odor to develop. Plus who does that!!! Anyway...I cloroxed and then ran through the sanitizer function through my dishwasher. It is now airing out. If smell is still there I will return. ,POSITIVE,0.993604838848114
130,3, This is a good bottle it seems sturdy and I'm excited to use it every day. However when I got it out of the box the screw cap was damaged. ,NEGATIVE,0.8239246010780334
131,3, Cute bottle but has a strong mildew smell the second I opened the box ,NEGATIVE,0.999589741230011
132,3, Beautiful bottle. Love how much water can fit and the color is gorgeous.One big design flaw however. I’m noticing that it’s sweating a lot through the bottle. I’ve had mine a few months and it’s only a recent issue. I was careful to never wash it in a machine or to leave it in the sun too long so I’m not sure why this is happening. I’ll see if there’s a sleeve that I can put around it to avoid the issue damaging any tabletops or leather car seats. Other than that it’s an excellent product. ,POSITIVE,0.5214903950691223
133,3, Did not come with straw lid as advertised which was one of the main reasons we purchased this. ,NEGATIVE,0.5736949443817139
134,3, Doesn't work quite as well as our hydroflask but does the job. The color though was much different than the picture. ,NEGATIVE,0.9520713090896606
135,3, I got this as a gift but it came damaged with a very noticeable dent in the bottom which also basically chipped away the paint. It comes with three different tops to choose as your drinking method as well as an extra straw; however there are different bottles with way better options. Two of the tops are terribly impractical cleaning wise the third is just a huge opening which I personally would never use.Overall maybe they have cool color options but it’s not very practical if you prefer not to drink leftover bacteria particles and mold from their tops and their durability is terrible save your money and get another brand. ,NEGATIVE,0.9998773336410522
