Rating,Reviews
1, I really wanted to like these and for a couple of weeks I did after that I found my baby would start fussing while feeding and feedings were getting longer and longer but there was milk still in the bottle. Came to discover it was because the nipples weren't allowing her to get milk from them even I couldn't get milk from them just testing the temperature! I did a temporary fix by opening up the air vent with a pair of nail clippers while waiting on a new set of bottles (different brand) to arrive. Extremely disappointment because superficially I LOVE Tommee Tippee and have already bought the lids for these bottles and a set of pacifiers. 
1, Nipple caves every time baby tried these bottles. Even after making sure the valve was open. They are useless. 
1, These would have been perfect but my newborn sucks so hard it causes the nipple to cave in making these unusable. 
1, My exclusively breastfed baby finds this bottle impossible to latch on. The nipple is too long 
1, Nipple are messed up. My little guy has a hard time eating because the nipples keep getting sucked back into the bottle. I have to keep popping the nipple out. It's very frustrating that he can't drink his bottle . 
1, Flimsy and poor quality. Went back to Avent natural which are fantastic 
1," Bought these because it says these are slow flow nipples in the bottle description. However these are actually the ""extra slow flow"". Slow flow is nipple level 1; extra slow flow is nipple level 0. I need to buy the nipples separately now. Not sure how to contact the seller directly. "
1, The one pro with these bottles is that they are comfortable to hold. But I assume for that very reason it makes getting all the milk out of the bottle impossible. I ditched these because I was wasting formula. I also don't like how dingy the bottles become over time. When they're new they are bright and clear but over time they become dull and the plastic takes on a look that just makes them look dirty no matter how well they're cleaned. 
1," I bought these bottles because I was tired of washing all the pieces of the Dr. Brown bottles. After using these Tommee Tippee bottles I went right back to using the Dr. Brown with no more complaints about washing so many pieces. My daughter hated the nipple of the Tom. Tip. It's too small for her and her toungue would get in the way. Also the ""vent system"" is nonsense! My baby had a lot of gas while using these bottles. I don't recommend these at all. "
1, Baby suffered horrible gas due to bottles. We noticed there were air bubbles but everyone said that that's normal and to not close the lid so tightly. He was in constant pain pushing grunting crying out all the time. His face would turn beat red while pushing. He'd be sleeping all content and suddenly his arms would be thrown up in the air and he'd be screaming like he was being murdered. It was so bad my wife would cry because she felt helpless. We had tried using an Avent bottle to see if it was the Tommee bottle. No change. The doctor had us try everything from bicycle kicks to Mylicon and even put my wife on a strict diet to reduce intake of gassy foods (pumped milk). NOTHING! Every online advice or trick people had. Nothing worked! Then a lady who'd been watching kids all her life had us use her Dr. Brown bottles and instantly there was a difference. No air bubbles in the bottle and less spit up. Three days later everyone's sleeping through the night even baby! The poor exhausted guy could finally get some good sleep! Please do not by these bottles for your infant! No baby should go through what my son went through. It was so horrible I'm actually writing my first Amazon review. If it'll save one baby I will write this! 
2, Broke very easily 
2," I wanted to find something with options for compatible accessories (cleaning/sanitization pacifiers etc) and would work well along with breastfeeding (the plan was to supplement with 2 bottles at night and here and there while out running errands). Tommee Tippee seemed the best fit not only are their products easily available it had glowing reviews from users and is one of the most highly recommended bottles for breastfed babies. I am not happy with the decision to go with this brand. The ""super soft silicone"" nipples keep collapsing during feedings causing the bottle to leak horribly so I have to stop throughout feedings to fix the nipple and clean my baby's face (which is a total waste of expensive formula and upsets the baby to no end). The stage 1 nipples aren't slow flow at all my newborn is forced to swallow huge gulps and while I would prefer to go back to exclusively breastfeeding my baby has refused to take the breast more and more since we started using these bottles and will barely breastfeed at all anymore. "
2, They leak. Depends on your child the nipple is too long for mine and it trigger her gag reflex which caused her to choke on the milk. But my frustration is that i tried size 0 nipple and milk still leak all over during feeding. 
2, The nipple os too hardy for the baby. Is not Like a brest. 
2, I just didn’t like the overall design and quality 
2, For some reason these bottles overheat with bottle warmer. I like the brand in general. I have the colored bottle set also and I have no problem with them and baby likes them. 
2, These came highly recommend for my premie daughter I was super excited to get them and give them a try however she WILL NOT latch onto them. When I finally did get her to latch it took her like 40 minutes to drink 20ml doesn't work for us. We're back to using MAM bottles. 
2, Listing title says slow flow description says extra slow flow. These are not the same. It looks like there is no consistency in what people are getting. You get size 0 or size 1 at random. I was hoping for size 1 since this is only a couple dollars more then getting th nipples alone but got size 0 
2, Good bottles. However one of the four bottles received did not have a true level 0 extra slow flow nipple despite the labeling. Baby gagged on the fast flow so bottle was defective. Moms should check each bottle to confirm. 
2, I'll start off saying I do love these bottles. So easy to clean easy to hold they don't get dingy after washing.The size 0 nipples aren't actually size 0 though. I have bottles from previous purchases and these flow much faster. The 0 on the bottle looks different too. 
2, idk not in love 
2," My primary gripe with these bottles is the nipple flow rate. The ""0"" (extra slow flow for preemies and newborns) is so slow it took my baby about 15 minutes per ounce. When I upgraded him to the ""1"" (slow flow) he was suddenly chugging an ounce in about 3 minutes. Perhaps his sucking power had been strengthened by how slow the ""0"" is but it really felt like there should be something in between.Additionally these bottles are an odd wide shape that doesn't seem to ergonomically fit in the hand. Finally they don't have a straw system for reducing burps. At the end of the day I switched to a well-known brand with the straw system and my baby is much happier. The ""0"" in that brand had him drinking a 10-minute ounce and the ""1"" has him drinking a 5-minute ounce. "
2, The flow is not slow enough. Wish they had a preemie option like Dr brown. I have been on a search for a wide nipple bottle but none of the flows are slow enough. The bottles are nice and easy to use but my baby drowns in them and gets a tummy ache. I don’t want to pace feed 24/7 so back to Dr Brown ultra preemie nipples we go. 
2, These bottles are easy to hold while feeding but thats about all I liked about them. Every time I would shake up the formula it would immediately squirt out the nipple. 
2, These bottles should be marketed for premies. They were too slow flow for my full term newborn and put more air into her belly. 
2, Thought I would like the bottle but am gana stick with the once i use. 
2, This says it has slow flow nipples. It does not it has ultra slow flow. Huge world of difference and false advertising 
2, Ordered 2 sets one came with 1 flow nipples but the other came with 0 flow nipples. Didn't notice at first or would have sent them back. Baby wont drink from the 0 glove so had to buy new nipples. 
2, Stay away from these things!The teats collapse like crazy even if you press on the valve or if you manually open it. My baby falls asleep before he finishes his milk and ends up wanting to eat every hour. So frustrating! Also I have found that the bottle leaks so annoying to find my baby all wet from his chest due to the leaking bottle. I have no clue what the hype is about these bottles are horrible. 
2, I like that this product was small but I disliked that the nicole sucked inward as baby feed 
2, They kept leaking from my daughters mouths! The design just didnt work with my twins. I really did love it though. I dont breastfeed bc they never latch and i think thats the reason these bottles didnt work. 
2, The flow was almost too slow. It took almost 40 minutes to feed my baby 2 ounces of pumped milk. It was also hard to get the last of the milk into the nipple without turning it upside down and shaking it. Definitely not something I’ll buy again or recommend. 
2, Not the best design some milk gets trapped between the bottle top and the ring so you have to move it all around to get all the milk out. I got the low flow nipples and I don’t think they are. Baby sucks down his bottle in just a few minutes even with pace feeding. I do like that they’re lightweight and the shape of the nipple is good but now after using them about a month they leak milk all over his face so I’m not using them any more 
2," Received the items in good condition; however these are not ""low flow"" nipples but ""extra low flow"" - rated 0 instead of 1 as expected. Not at all clear from the product description online. "
2, We bought these along with a few others (avent nuk naturals Dr browns). These were or least favorite. The flow was not good for our newborn the milk would drip down her face. The milk would also get stuck on the ledge in the bottle. These things caused gas. We switched to nuk naturals and no issues 
2, I bought these because I wanted to use something other than Dr Browns (so many parts to clean). I wish they worked out but I returned them. The nipple kept collapsing despite troubleshooting and keeping the vent facing upwards. The nipple also felt really firm and clumsy and it didn’t have a slow flow. Overall my baby did much better with Dr Browns so even though they’re a pain to clean I will continue to use them rather than Tommee Tippee. 
2, The worst bottle for my baby. I have to change her completely after feeding her with this bottle. And you will be wasting precious breastmilk. Something not right with the design my daughter can collapse the nipple or had too much flowing that she chokes. 
2, Horrible for reflux. Made my son more gassy 
2, I like them but i dont because the numbers and oz came off and now idk how much milk is in the bottles 
2, At first these bottles were great but after a couple of weeks the nipples all started to collapse I'm not sure how to fix so I will likely have to switch his type of bottle which stinks because I really like everything else about them. 
3, Feel a little cheap the cap is really thin and so it’s the bottle itself it actually made me nervous to even want to boil 
3, Extra slow flow 
3, This is a great bottle and my daughter took it well however i really dislike that milk collects at the top of it because of its. Hape not all the milk can drop down properly 
3, My baby gets a lot of gas when I feed him with this bottle. 
3, These bottles came earlier than expected and are great quality; however the bottle is poorly designed in the fact that it is very difficult to get the last bit of milk out of the bottle. Also it was very confusing which size nipple I was going to get as it just says slow flow in the description and the Q&A says either 0 or 1 but I ended up getting a 1 and the flow is definitely NOT a slow flow nipple. My new born couldn’t even keep up with the flow. Very disappointed with the nipple size and because of the flow I’m unable to evaluate if the bottle is good since he keeps leaking from his mouth. So unless you are ok with getting the wrong size nipple I would order separate nipples to make sure you are getting the right size and maybe also overfill the bottle a little bit as when you measure 4 oz it’s probably only 3.8 oz that the baby is getting. 
3, My hubby bought these three 5 oz size 0 slow flow for our new born.He has been developed bad gas and acid reflux or just gas problem so he became colicky.This product isn't too bad but it still comes pretty fast and has only one air vent vs Comotomo brand 5oz size 0 slow flow bottle has double air vents. So I had to purchased the Comotomo to try and compare which one comes slower and decrease the bubbles/air for our son. 
3, This is the bottle that my newborn has been using so I decided to purchase another one but unfortunately it came with nipple size 1 when I believe it says nipple size 0 (extra slow flow). Disappointed with my purchase because now I have to reorder another one since nipple size 1 is too fast for my baby. 
3, Pros:-easy to hold-easy to clean-warms up very quickly in bottle warmer-breast like nippleCons (and the only thing that really matters lol):-wayyyyy too slow for my newborn. She gets tired after 1 ounce (which takes her 15-20 mins with this nipple) and then won't finish the rest because she's tired of sucking 
3, The nipple part of the bottle would invert a few times during feedings. It was just annoying to have to fix throughout. 
3, It’s great for a slow eater. My baby eats fast and he gets mad that the milk doesn’t come out fast enough. It’s good for a premature baby or a really SLOW eater. Other than that the bottle itself is cute and nice and small. 
3, The fact that the bottles arrived used is the reason I cannot have all positive things to say... I have used the tommie tippiee bottle before for my breastfed baby boy and the work great !! 
3, I really like these cute little bottles; but my newborn didn’t. I noticed that the nipple is a little too hard and my baby had a hard time sucking the milk out of it! 
3, New try .. easy to clean  but it’s OK ! I more like avent bottle， 
3, Already the ink on the bottles is sloughing off. My baby is 4 months old and I also breastfeed so it’s not like he’s just cycling through these three bottles. Interestingly enough the bottles I bought two weeks after these ones at buybuybaby aren’t losing the ink.... 
3, This is an ok bottle. Our baby did not end up doing as well with the “breast like” bottles as she did with another brand. Of the breast like bottles we tried this one was middle of the road.The nipple itself is a bit stiffer has a flat top unlike other brands which worked better for her. Also the shape of the bottle made it very difficult to warm up in a mug of hot water because it doesn’t fit (the top is super wide). I did not like using the bottles and did not think that the unique shape made it worth the annoyances. In fact this shape contributed towards its difficulty in use. 
3, These are EXTRA slow flow even though it says slow flow. Bottles are fine otherwise. 
3, Let me first start by saying that my baby is breastfed and now at 2 and a half months we are trying different bottles as I am going to have to return to work soon. These tommee tippee bottles are fine but the nipple flow is incredibly SLOW. My baby will fall asleep before finishing his bottle and gets very frustrated with these they are so slow. We have also used lansinoh momma bottles and Phillips avent natural bottles which he does fine with. These are just entirely too slow and I've already had to order the medium flow nipples to replace these. 
3, The bottles started out good for my twins and then we get to the end of the feeding and have to tip the bottle upside down and wiggle around to get the rest of the formula out. Babies do not like to wait for their food probably won’t keep using them. 
3, These bottles are great but this set comes with EXTRA Slow Flow not Slow Flow nipples!! 
3, I placed an order expecting the Slow Flow nipples However the product I received was Extra Slow Flow nipples. I brought this for a gift. 
3, Love the bottles but the numbers fade quick. I have used them for a month and hand wash once a day and the numbers are already fading. 
3, The nipple is great. The design is great. It is very breast like making it easy to switch between nursing and bottle feeding. The valve makes burping a less frequent task. The nipple occasionally leaks but I assume that's to be expected from any bottle.The bottle is awful. After about 2 weeks of use the ounce/mililiter marks started to rub off. Now a month after use (pictured) they're starting to get illegible. In about a month I likely won't be able to measure in the bottle anymore. 
3, Unfortunately my breastfed baby would not accept these bottles so we ended up using the Comotomos instead. I much prefer the price of these ones but baby doesn't care how much things cost. These are easy to clean and easy to hold though! 
3, We really thought these would work well for our baby as they seemed to look closer to a real breast as we are mostly nursing how ever we only used them one time . I'm not sure why but the leak a lot my parents tried to give us a little time alone and watch the kids for a few hours but had to come back because the bottle leaked all of the breast milk out. it is upsetting to know it went to waste. we have made sure the vent looks fine but it still leaks so we have three bottles we cant use now. 
3, We are trying these as a last ditch effort to get our baby to take a bottle! I like how soft the nipple is but it is almost too movable. Our 10 week old end up with the nipple sideways in his mouth and then gets mad. I am not a fan of how short and squatty the bottle is...it makes it hard to hold. Also we have used these maybe three times and the numbers are rubbing off the side! Not happy about that. Our baby will take these so that’s a plus but might not buy again due to the design and I would like to see how much milk is left. 
3, They shouldn’t say closer to mothers nipple because my baby hated these and she was almost strictly breastfeed. They caused her horrible colic and the large upper portion of the bottle kept my baby from getting all the milk out. We switched her to the Mam bottles and no longer had issues. 
3," These bottles and nipples are the only ones I have been able to get my daughter to use. However more important than nipple shape is the nipple flow. When I ordered the product the description said ""slow flow"" nipple (or level 1) which is what my daughter had been using. Theu arrived with ""extra slow flow"" nipples (level 0) which would frustrate my daughter who already had problems taking to the bottle. I have to spend more to get the nipples in the size the post says the bottles come with since they are needed in a few days for daycare. "
3, I liked that these bottles were easy to clean and didn't have too many complicated parts. I didn't experience leaks from the bottles themselves and the vent seemed to work fine (I followed instructions and made sure to give the vent a little pinch to open it up after washing). Unfortunately my baby didn't really like the nipple shape - the base was just too wide and he couldn't get the hang of it so he ended up dribbling milk everywhere. I think this is really baby-dependent and unfortunately there's no way to know ahead of time what they're going to like. 
3, We tried five different bottle brands and while these work better than most our one month old did best with Dr. Brown's. The flow on the Tommee Tippee bottles was too fast for our eager eater and bubbles would get trapped making for a grassier baby than usual. 
3, Don't really like these bottles Because they make our baby spit up too much Gets formula too fast 
3, The shape of the bottle makes it a little awkward when there is a small amount left. Baby has to be laying down in order to get all of the food. The vent works great though and I like the fact that there aren't multiple pieces to fuss with when cleaning. 
3, Hard to clean from the curves 
3, I love tommee tipper bottles its all I have ever used for all of my kids but these are disappointing. After 3 months of use all of the lettering has worn away. Now I can't see the ounce markings on the bottle. Disappointed. 
3," My BF baby likes the tommee tippee nipples so we went with these bottles. I have found that it's hard for baby to get all the milk out of the bottle due to shelf created by the wide ""shoulder"" of the bottle. This design could be improved but otherwise great product. "
3, The only thing I don't like this product is everytime when I warm it up it's always leaking. 
3, These are supposed to be slow flowing bottles so it doesn't cause too much nipple confusion while I'm breastfeeding too. My lil guy can finish 3oz in 5 minutes compared to if taking much longer while breastfeeding. 
3, I love these bottles! I bought a few of these and was afraid baby would not like them once we tried them I was relieved that baby loved them too!Follow up after a few weeks we decided to go with the Dr. Brown bottles even though our son like these they seemed to spill to much the flow was too fast for our son which caused him to take in more air and get gassy and het more colic. With the dr. Brown bottles he seemed to do better and we had less wet clothes and bibs to wash. 
3, Compared to Como Tomo bottles which also are structured to avoid nipple confusion for the infant: The nipple is thin and soft allowing for the baby to easily kink it when holding it at the wrong angle. The hourglass-like shape leaves some milk in the bottom half unless you shake it out by turning it upside-down completely making for an awkward feeding. The twist-on top is a little too smooth - It makes you worry if you tightened it enough to prevent leakage and hard to open when you have. It is light easy to hold (also for the infant) and cheap which makes for a good back-up bottle (e.g. for travel or when training baby to hold bottle on his/her own) just as long as your baby takes to the nipple shape. 
3, Didn't work for our breastfed baby. We needed something that allowed us to squeeze the milk in her mouth. 
3, I really like these bottles but I am giving three stars because maybe I received a bad batch. They don't stand flat. They wobble. It doesn't seem like much but when trying to measure out how much breastmilk is being poured into the bottle... it changes based on what way the bottle decides to wobble/lean. I have two boxes of these... one I got as a gift which all sit flat and then these that I purchased from amazon... which all wobble ?Other than the weird bottle defect these are great. My son was premature and he uses these fine. I breast and bottle feed him breastmilk with these and he can switch between the two with no problems. I don't breastfeed as often as I'd like because he has a bad tongue tie. These bottles help with the transition between the two. 
4, Only downside is is will sometimes leak when shaking it to mix formula otherwise great bottles. 
4, Offered this bottle to my newborn who has been breastfed and she accepted the bottle without so much of a fuss....it probably has to do with the sahpe of the nipple and the bottle....there haven't been any gas issues so far if anyone reading this review is concerned about the colic bitWhat i dont like is when you put the bottles in the dishwasher there's always some water stuck in the next of the bottle so that kinda makes it gross... 
4, Baby stopped spitting thanks to these bottles but their shape causes that not all milk gets to baby's mouth and it's just wasted 
4, A few things to know before buying...I bought 0 nipples and found out there are 2 size zero nipples 0+ (Extra slow) and 0 (Slow)*the amazon listing doesn’t clarify that! Their Personal website does and was much easier to order off of than Ama zon!My baby was gulping down here bottles. Even nursing she is a sloppy eater and will drinkTo fast and choke. We found she was getting gassy and spitting up often so I found these bottles and honestly loved them. Less air being swallowed and no choking down milk BUT i realized it was 0+ Extra Slow flow and it was way to slow. She was falling asleep and taking 10-15 min to drink and ounce. I purchased 0 nipples this morning to see if that will help her eat a bit faster and not work so hard.I will update this review once we try that out. 
4, Newborn is drinking from Phillips avent natural flow but milk leaks through the sides And I want something slower since I’m also breastfeeding. I’ll be comparing the two.Tommee tippee:- pretty easy to hold- flow is slightly slower than Avent- feeding time is longer (which is a good thing)- dries faster than the Avent after cleaning- The measuring dots are a little confusing- nipple is slippery than Avent so it does slips out of the mouth often which confuses me because it might could be the baby spitting/pushing it out because she’s full.- bottle feels a bit cheaper than Avent- (this doesn’t really matter) but the cap doesn’t have a nice click sound when closed and it’s hard to twist the top half with the cap on unlike Avent where you can easily twist them off togetherAvent:- nipple have a matte finish baby grips on it easier- comfortable to hold- Faster FlowI’m keeping both. I use Avent in the middle of the night when I want a quicker feeding time so we can both go straight back to sleep. I do notice she burps a lot more and chokes with Avent oppose to Tommee. Newborn isn’t nipple confused she still latches on while breastfeeding so these works for us. 
4, I did not like how the nipple of the bottle was too hard for a newborn but above all I think it’s more functional for a more mature baby. 
4, This was a gift for someone and the box was ripped other wise seem ok 
4, Love them until I saw them for 11.99 at Ross when I paid 18.99 here. 
4, Overall its a great bottle but the nipple is still not a slow enough preemie flow. We have been using a competitor's bottle with the super slow flow 0 month preemie nipple and wanted to try these and theyre not slow enough in comparison these seem more like newborn than preemie. 
4, Since my daughter was born we have tried numerous brands of bottles. We started off with the Nuk brand since they seemed to have great reviews. However she absolutely drowned and choked every time she used it. We then got the slowest flow nipples by Nuk and it was still too much for her and caused her to still choke on her milk and have terrible gas pains. We went on to a few other brands with the same issue of choking or eating way too fast (under 3 minutes) which defeats the point of pacefeeding since I am also breastfeeding. So we decided to use Tommee Tippee extra slow flow (0) and she no longer chokes or has gas pains. Now keep in mind that it's called Slow Flow for a reason. My husband got impatient that each feeding takes her about 15-20 minutes depending on how sleepy she is but I'd take that over her discomfort any day. My biggest gripe about these bottles are the space in between the bottle cap and the bottle itself. Even when twisted tightly shut there is a gap large enough for my 5-week-old to curl her fingertips into. I had a scare the other day when she managed to get the tip of her pinky stuck but luckily I noticed before I pulled the bottle away. I could've hurt her otherwise.Pros:- No more choking on milk- Prevents gas pain- Baby is comfortable and not fussy when eating- Easy to hold- Great for breastfeeding mamas who are pace feedingCons:- Gap large enough for baby's fingertips to slide into- A little difficult to clean with all the curvatures- Nipple sometimes gets clogged and needs to be squeezed in order to create a smooth flow again- Feedings take on average 17 minutes 
4, Good 
4, So many good things about this bottle but our favorite is the nipple because there is a valve that makes it anti colic without having too many parts to clean and then the nipple flow is slow and only comes out with suction for this set. So we loved it. 
4, The ultra slow flow nipple is perfect for my 6week old. With regular slow flow nipples he dribbled all over ate way too fast and then threw up. The ultra slow flow paces him nicely. Minus one star for the milk that gets stuck in the curve of the bottle just above the lid. 
4, So far so good...the only bottles my breastfed baby will take between breast feedinga. Nipple flow is slow enough too. 
4, This is a great product. Milk doesn’t leak and comes out slowly. Our baby able to latch on quickly. 
4, They’re good bottles- some times nothing comes out of them though (and no it’s not just a really slow flow.. literally nothing comes out until I mess with the nipple) they’re a little funny to hold just really small/compact. My baby seems to like them though! 
4, Be careful to check the numbers on the nipples! Our premie seemed to be almost choking on the “blue bottles” but did great with the white ones. We eventually realized that the white ones we had were a “0” which was extra slow flow and the blues were a “1” which was a slow flow. It took me forever to find a size 0 pack again because all of the FAQ are the same for every link of this brand (it says they are a size 1 in every description even if it’s not). For us the size 0 was the best fit for our premie. Then they have other numbers for faster flow and even ones best suited for cereal added into the bottle. The bottles themselves are great! They are a soft silicone nipple which “bends” in their mouth just like an actual nipple shape to fit their mouth. We love the bottles just be sure to check the size on the nipples :) 
4, I’ve been using the Nanobebe with premie nipples but wanted to try a BF friendly alternative that was a little easier to warm up/use for supplemental formula. The nipples on these is MUCH bigger and we have had leaks because the nipple pushes in and then comes out anti-colic vent. Overall just not impressed. :( 
4, My baby has no problem eating from these. The milk comes out at a nice speed not too much. 
4, Baby seems to have taken to this bottle better than the two other brands we tried. The extra slow flow nipple is great for my ten week old who was born two weeks early. Previous slow nipples still came out too fast and he would choke or spit up milk. 
4, I like that these bottles had #0 nipples already on them for our newborn but we have the common problem of the nipple collapsing in during feedings our baby doesn’t seem bothered but when we take them out of her mouth to fix a bunch of air bubbles collect in the bottle. I’m not sure if she’s drinking them or they’re leaving the bottle but overall good bottles and easy to clean with only 4 parts versus the Tommee tippee bottles with the temperature down stem. 
4," These bottles worked amazing for my nipple confused newborn. I have always been an avent bottle user for my other children. But my daughter who was strictly breast fed stopped taking from me after experiencing even the ""slowest flow"" nipple with avent. Still wanting her to breast feed but take bottles at night I had to research quickly bottles that would allow her to take both. After questioning a few reviews for tommie tippee I decided to give them a try. These have been such a great and inexpensive buy. My daughter within a day was back to breast feeding and still accepting bottles at night. "
4, FYI they come in extra slow flow nipples which was way too slow for my infant who is used to my oversupply. The nipples are not cheap either - typically 5.99 for two - so it was annoying to buy these plastic bottles that has nipples we can’t use and then to spend more money for the appropriate nipple. Wish these bottles were sold with other nipple flows. Additionally some of markings for volume have come off. Nonetheless they work great for my breastfed baby. 
4, I dislike the shape. Too much milk is still left in the bottle when tipped back upright. 
4, Love the bottle but you have to get the faster flow nipples. The slow nipple make the baby work to hard for the milk and my little one would just cry and cry. 
4, My baby is almost 2 months old and is EBF. I knew we needed a nipple with a very slow flow. Tommee Tippee was the only bottle that had the slowest flow nipple that wouldn’t cause her to choke.I did end up returning these bottles (closer to nature) b/c I find that the size “0” nipple has a faster flow than the size “0” nipple on the anti colic bottle. It’s more pieces to wash but is your looking for a VERY SLOW flow go with the tommee tippee anti colic bottles. 
4, One of the nipples we received didn’t have a hole for the milk to come out and we only realized after our son tried to drink from it for like 10 minutes and nothing came out. Luckily I contacted Tommee Tippee and their wonderful customer service department sent us new ones right away. 
